جنسیت,سهمیه,شهر,رتبه کشوری,رتبه در سهمیه,نوع بذیرش,دانشگاه,رشته
مرد,3,لنده دوگنبدان,17688,5024,  روزانه, دانشگاه علوم پزشکی یاسوج  ,پرستاری 
زن,3,تهران,17688,5024, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تهران ,شنوایی شناسی 
زن,3,خوی,17711,5031,  روزانه, دانشگاه علوم پزشکی زنجان  ,پرستاری 
مرد,3,جوانرود,17711,5031, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
زن,3,آزادشهر,17731,5038,  روزانه, دانشگاه علوم پزشکی شاهرود  ,پرستاری 
زن,3,خوی,17731,5038, پردیس علامه طباطبائی ارومیه  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,بوکان,17748,5044,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پرستاری 
مرد,3,همدان,17763,5048, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,شنوایی شناسی 
مرد,3,گنبد,17779,5053,گرگان  -  روزانه, دانشگاه علوم پزشکی گلستان ,پرستاری 
مرد,3,اندیمشک,17797,5058, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,علوم آزمایشگاهی 
مرد,3,سروآباد,17814,5063, سنندج  - مناطق محروم, دانشگاه علوم پزشکی کردستان ,پزشکی 
زن,3,کاشمر,17814,5063, پردیس شهید هاشمی نژاد مشهد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش کار و فناوری 
زن,3,فسا,17836,5069, پردیس فاطمه الزهرا  بندر عباس  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
زن,3,سراب,17858,5075, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,پرستاری 
مرد,3,خواف,17876,5081,  روزانه, دانشگاه فردوسی مشهد  ,دکتری عمومی دامپزشکی 
زن,3,بویر احمد(یاسوج),17895,5087, روزانه, دانشگاه علوم پزشکی یاسوج  ,پرستاری 
زن,3,برازجان,17895,5087, مناطق محروم, دانشگاه علوم پزشکی بوشهر  ,پزشکی 
زن,3,طبس,17915,5093, مناطق محروم, دانشگاه علوم پزشکی مشهد  ,فیزیوتراپی 
زن,3,اسلام‌شهر,17915,5093,  روزانه, دانشگاه علوم پزشکی تهران  ,پرستاری 
زن,3,تهران,17915,5093, روزانه, دانشگاه علوم پزشکی تهران ,پرستاری 
مرد,3,شهربابک,17915,5093, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی کرمان  ,پزشکی 
مرد,3,سراوان,17936,5100,  روزانه, دانشگاه علوم پزشکی زاهدان  ,بینایی سنجی 
مرد,3,طبس,17936,5100, مناطق محروم, دانشگاه علوم پزشکی بیرجند ,پزشکی 
زن,3,دورود,17957,5108,  روزانه, دانشگاه علوم پزشکی تهران  ,گفتار درمانی 
مرد,3,نورآباد ممسنی,17978,5114,  روزانه, دانشگاه علوم پزشکی شیراز  ,پرستاری 
مرد,3,سیب و سوران,17978,5114, مناطق محروم, دانشگاه علوم پزشکی زاهدان  ,پزشکی 
زن,3,مرودشت,18003,5121,  روزانه, دانشگاه علوم پزشکی شیراز  ,هوشبری 
مرد,3,دورود,18023,5127, پردیس علامه طباطبائی خرم آباد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,گرگان,18037,5131,گرگان  - روزانه, دانشگاه علوم پزشکی گلستان ,پرستاری 
زن,3,بوکان,18037,5131, پردیس علامه طباطبائی ارومیه  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,تهران,18054,5137, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,علوم تغذیه 
زن,3,برازجان,18054,5137, مناطق محروم, دانشگاه علوم پزشکی بوشهر  ,پزشکی 
زن,3,گتوند,18054,5137, پردیس فاطمه الزهرا  اهواز  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,تنکابن,18074,5144,  روزانه, دانشگاه علوم پزشکی اصفهان  ,علوم تغذیه 
مرد,3,قرچک,18093,5149,  روزانه, دانشگاه علوم پزشکی ایران  ,تکنولوژی پرتوشناسی 
زن,3,بافت,18125,5159, مناطق محروم, دانشگاه علوم پزشکی کرمان  ,پزشکی 
زن,3,سقز,18159,5168, پردیس نسیبه تهران  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش شیمی 
مرد,3,کوهدشت,18192,5179, تهران  -  روزانه, دانشگاه علوم پزشکی بقیه الله ,پرستاری 
مرد,3,هرسین,18192,5179, تهران  -  روزانه, دانشگاه علوم پزشکی بقیه الله ,علوم آزمایشگاهی 
زن,3,دهگلان,18212,5188, پردیس بنت الهدی صدر سنندج  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,گتوند,18212,5188, مناطق محروم, دانشکده علوم پزشکی آبادان  ,پزشکی 
زن,3,مرودشت,18229,5196,  روزانه, دانشگاه علوم بهزیستی و توانبخشی تهران ,کاردرمانی 
مرد,3,کرج,18229,5196, روزانه, دانشگاه علوم پزشکی کرج  ,علوم آزمایشگاهی 
مرد,3,قروه,18264,5205,  روزانه, دانشگاه علوم پزشکی همدان  ,پرستاری 
زن,3,مهاباد,18304,5222,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پرستاری 
زن,3,میاندوآب,18304,5222,  روزانه, دانشگاه علوم پزشکی ارومیه  ,تکنولوژی پرتوشناسی 
زن,3,زاهدان,18304,5222,  روزانه, دانشگاه علوم پزشکی زاهدان  ,فیزیوتراپی 
مرد,3,زارچ,18326,5230, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش زیست شناسی 
مرد,3,پیرانشهر,18326,5230, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,ماه شهر,18348,5235, اهواز  - مناطق محروم, دانشگاه علوم پزشکی جندی شاپور,پزشکی 
مرد,3,مریوان,18348,5235,  روزانه, دانشگاه علوم پزشکی همدان  ,پرستاری 
زن,3,فسا,18369,5241, پردیس فاطمه الزهرا  بندر عباس  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
مرد,3,مریوان,18392,5247,  فرهنگیان, دانشگاه علوم پزشکی ایلام  ,بهداشت مدارس 
زن,3,زابل,18392,5247, مناطق محروم, دانشگاه علوم پزشکی زابل  ,پزشکی 
زن,3,اسفراین,18416,5254, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,شنوایی شناسی 
زن,3,اهواز,18416,5254, اهواز  - روزانه, دانشگاه علوم پزشکی جندی شاپور,شنوایی شناسی 
زن,3,بجنورد,18438,5259, بجنورد  - روزانه, دانشگاه علوم پزشکی خراسان شمالی ,مامایی 
مرد,3,مرودشت,18459,5267,  روزانه, دانشگاه علوم پزشکی شیراز  ,کاردرمانی 
زن,3,تیران,18459,5267,  روزانه, دانشگاه علوم پزشکی اصفهان  ,پرستاری 
زن,3,فیض آبادتربت حیدریه,18477,5276, پردیس امام سجاد بیرجند  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,اهواز,18477,5276, اهواز  - روزانه, دانشگاه علوم پزشکی جندی شاپور,هوشبری 
زن,3,بندرترکمن,18477,5276,گرگان  -  روزانه, دانشگاه علوم پزشکی گلستان ,پرستاری 
زن,3,ایلام,18509,5286,  روزانه, دانشگاه علوم پزشکی ایلام  ,پرستاری 
مرد,3,فیروزآباد,18509,5286, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,علوم آزمایشگاهی 
مرد,3,مهران,18528,5294,  روزانه, دانشگاه علوم پزشکی ایلام  ,پرستاری 
زن,3,تهران,18528,5294, روزانه, دانشگاه علوم بهزیستی و توانبخشی تهران ,گفتار درمانی 
مرد,3,گچساران,18528,5294, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تهران  ,پرستاری 
مرد,3,بوکان,18528,5294, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,نورآباد ممسنی,18528,5294,  روزانه, دانشگاه علوم پزشکی بوشهر  ,تکنولوژی پرتوشناسی 
زن,3,شهربابک,18528,5294,  روزانه, دانشگاه علوم بهزیستی و توانبخشی تهران ,گفتار درمانی 
مرد,3,هشترود,18550,5301, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
زن,3,سیب و سوران,18569,5307, مناطق محروم, دانشگاه علوم پزشکی زاهدان  ,پزشکی 
زن,3,خنج,18590,5315,  روزانه, دانشگاه علوم پزشکی یاسوج  ,تکنولوژی پرتوشناسی 
زن,3,خدابنده,18590,5315, مناطق محروم, دانشگاه علوم پزشکی زنجان  ,پزشکی 
زن,3,بوکان,18590,5315, پردیس علامه طباطبائی ارومیه  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,سروآباد,18590,5315, پردیس بنت الهدی صدر سنندج  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,چناران,18612,5323,  روزانه, دانشگاه فردوسی مشهد  ,دکتری عمومی دامپزشکی 
زن,3,خوی,18612,5323, پردیس نسیبه تهران  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
زن,3,بوکان,18612,5323, پردیس بنت الهدی صدر   -  فرهنگیان, دانشگاه فرهنگیان ,آموزش کار و فناوری 
زن,3,مشهد,18612,5323, روزانه, دانشگاه فردوسی مشهد ,دکتری عمومی دامپزشکی 
مرد,3,مراوه تپه,18648,5336, پردیس شهید چمران   -  فرهنگیان, دانشگاه فرهنگیان ,آموزش زیست شناسی 
زن,3,جاجرم,18666,5346, بجنورد  -  روزانه, دانشگاه علوم پزشکی خراسان شمالی ,مامایی 
مرد,3,مرند,18685,5355, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تبریز ,پرستاری 
مرد,3,نورآباد,18685,5355, پردیس علامه طباطبائی خرم آباد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,اراک,18685,5355, روزانه, دانشگاه علوم پزشکی اراک ,شنوایی شناسی 
زن,3,آذرشهر,18705,5362,  روزانه, دانشگاه علوم پزشکی ارومیه  ,تکنولوژی پرتوشناسی 
زن,3,شوشتر,18720,5366, مناطق محروم, دانشگاه علوم پزشکی ایران  ,بینایی سنجی 
مرد,3,فارسان,18742,5374, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,پرستاری 
زن,3,مرودشت,18742,5374, پردیس فاطمه الزهرا  اصفهان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش شیمی 
مرد,3,قروه,18742,5374,  روزانه, دانشگاه رازی ,دکتری عمومی دامپزشکی 
مرد,3,لالجین,18742,5374,  روزانه, دانشگاه رازی ,دکتری عمومی دامپزشکی 
زن,3,قلعه گنج,18742,5374,  روزانه, دانشگاه علوم پزشکی تهران  ,تکنولوژی پرتودرمانی 
مرد,3,جیرفت,18742,5374, مناطق محروم, دانشگاه علوم پزشکی رفسنجان  ,پزشکی 
مرد,3,قرچک,18766,5382,  روزانه, دانشگاه علوم پزشکی ایران  ,پرستاری 
زن,3,تبریز,18786,5387,  روزانه, دانشگاه تبریز  ,دکتری عمومی دامپزشکی 
مرد,3,مراوه تپه,18786,5387, پردیس شهید بهشتی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش شیمی 
زن,3,اسفراین,18805,5394,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تبریز ,دکتری عمومی دامپزشکی 
مرد,3,جهرم,18805,5394,  روزانه, دانشگاه علوم پزشکی شیراز  ,پرستاری 
زن,3,تالش,18825,5399, ساری  -  فرهنگیان, دانشگاه علوم پزشکی مازندران ,بهداشت مدارس 
مرد,3,زرند,18825,5399,  روزانه, دانشگاه علوم پزشکی کرمان  ,پرستاری 
زن,3,انار,18845,5407,  روزانه, دانشگاه علوم پزشکی اصفهان  ,تکنولوژی اتاق عمل 
مرد,3,فیروزآباد,18864,5415,  روزانه, دانشگاه علوم پزشکی بوشهر  ,تکنولوژی پرتوشناسی 
مرد,3,دورود,18864,5415,  روزانه, دانشگاه علوم پزشکی همدان  ,اعضای مصنوعی و وسایل کمکی 
زن,3,بندرگز,18864,5415,  روزانه, دانشگاه علوم پزشکی ایران  ,مامایی 
زن,3,تربت جام,18884,5422, نوبت دوم (شبانه), دانشگاه فردوسی مشهد  ,دکتری عمومی دامپزشکی 
مرد,3,کاشمر,18884,5422,  روزانه, دانشگاه علوم پزشکی بیرجند ,پرستاری 
زن,3,بندرترکمن,18902,5427,گرگان  -  روزانه, دانشگاه علوم پزشکی گلستان ,پرستاری 
مرد,3,بستک,18921,5433, مناطق محروم, دانشگاه علوم پزشکی بندر عباس  ,پزشکی 
زن,3,گرمی,18981,5451,  روزانه, دانشگاه علوم پزشکی اردبیل  ,پرستاری 
مرد,3,خدابنده,18981,5451,  فرهنگیان, دانشگاه علوم پزشکی یاسوج  ,بهداشت مدارس 
زن,3,الیگودرز,19033,5469,  روزانه, دانشگاه علوم پزشکی کاشان  ,پرستاری 
زن,3,تایباد,19059,5477, پردیس شهید هاشمی نژاد مشهد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,بوکان,19078,5486,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تبریز ,پزشکی 
مرد,3,تهران,19096,5494, روزانه, دانشگاه تهران  ,مدیریت مالی 
زن,3,اسلام آبادغرب,19096,5494,  فرهنگیان, دانشگاه علوم پزشکی ایلام  ,بهداشت مدارس 
زن,3,اسفراین,19096,5494,گرگان  -  روزانه, دانشگاه علوم پزشکی گلستان ,پرستاری 
زن,3,بوکان,19113,5499,  فرهنگیان, دانشگاه علوم پزشکی ارومیه  ,بهداشت مدارس 
مرد,3,جهرم,19129,5503,  روزانه, دانشگاه علوم پزشکی جهرم  ,پرستاری 
زن,3,بن,19145,5509,  روزانه, دانشگاه علوم پزشکی بابل  ,تکنولوژی پرتوشناسی 
مرد,3,کاشمر,19164,5516,  روزانه, دانشگاه علوم پزشکی مشهد  ,پرستاری 
زن,3,شهربابک,19164,5516, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,تکنولوژی پرتودرمانی 
زن,3,مشکین شهر,19181,5521,  فرهنگیان, دانشگاه علوم پزشکی ارومیه  ,بهداشت مدارس 
زن,3,پاوه,19221,5534, پردیس شهید صدوقی کرمانشاه  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,تالش,19293,5554, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,تکنولوژی پرتوشناسی 
زن,3,تنکابن,19293,5554, پردیس فاطمه الزهرا ساری  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,اهر,19293,5554,  روزانه, دانشگاه علوم پزشکی تبریز ,پرستاری 
زن,3,بوکان,19331,5564,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پرستاری 
زن,3,بندرعباس,19331,5564, مناطق محروم, دانشگاه علوم پزشکی بندر عباس  ,پزشکی 
زن,3,بم,19331,5564, مناطق محروم, دانشگاه علوم پزشکی بم ,پزشکی 
مرد,3,ششتمد,19331,5564,  روزانه, دانشگاه علوم پزشکی مشهد  ,پرستاری 
مرد,3,جوانرود,19348,5571,  روزانه, دانشگاه علوم پزشکی کرمانشاه  ,پرستاری 
زن,3,رامهرمز,19348,5571, مناطق محروم, دانشگاه علوم پزشکی ایران  ,بینایی سنجی 
مرد,3,قروه,19348,5571,  روزانه, دانشگاه علوم پزشکی اصفهان  ,اعضای مصنوعی و وسایل کمکی 
مرد,3,اشنویه,19368,5581,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پرستاری 
مرد,3,هشترود,19368,5581, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تهران  ,پرستاری 
مرد,3,بابل,19368,5581, روزانه, دانشگاه علوم پزشکی بابل  ,پرستاری 
مرد,3,نقاب سبزوار,19393,5589, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,تکنولوژی پرتوشناسی 
زن,3,سرپل ذهاب,19416,5596,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تبریز ,پزشکی 
زن,3,رامسر,19438,5603, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,پرستاری 
مرد,3,یزد,19438,5603, روزانه, دانشگاه علوم پزشکی یزد ,علوم تغذیه 
مرد,3,سقز,19438,5603, پردیس علامه امینی تبریز  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش زیست شناسی 
مرد,3,کازرون,19461,5608,  روزانه, دانشگاه علوم پزشکی شیراز  ,علوم تغذیه 
مرد,3,زرین آبادخدابنده,19485,5616, مناطق محروم, دانشگاه علوم پزشکی زنجان  ,پزشکی 
مرد,3,مریوان,19485,5616, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,پرستاری 
مرد,3,شیروان,19485,5616,  روزانه, دانشگاه علوم پزشکی بابل  ,فیزیوتراپی 
مرد,3,تبریز,19485,5616, روزانه, دانشگاه علوم پزشکی تبریز ,علوم آزمایشگاهی 
مرد,3,بافت,19506,5623, مناطق محروم, دانشگاه علوم پزشکی جیرفت  ,پزشکی 
مرد,3,چابهار,19528,5630, مناطق محروم, دانشگاه علوم پزشکی ایرانشهر  ,پزشکی 
زن,3,شهر قدس,19528,5630,  روزانه, دانشگاه علوم پزشکی ایران  ,گفتار درمانی 
زن,3,تهران,19528,5630, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تهران ,پرستاری 
زن,3,جیرفت,19549,5635,  روزانه, دانشگاه علوم پزشکی ایران  ,گفتار درمانی 
مرد,3,سروآباد,19572,5643, سنندج  -  روزانه, دانشگاه علوم پزشکی کردستان ,پرستاری 
زن,3,قائن,19572,5643,  روزانه, دانشگاه تهران  ,زیست فناوری 
مرد,3,دیواندره,19592,5651,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پرستاری 
زن,3,مراوه تپه,19592,5651,  روزانه, دانشگاه علوم پزشکی شیراز  ,تکنولوژی اتاق عمل 
زن,3,جغتای,19629,5664,  روزانه, دانشگاه علوم پزشکی سبزوار  ,پرستاری 
مرد,3,تیران,19670,5680, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی اصفهان  ,تکنولوژی پرتوشناسی 
مرد,3,شوشتر,19670,5680,  روزانه, دانشگاه علوم پزشکی قم  ,پرستاری 
زن,3,تهران,19670,5680,  روزانه, دانشگاه علوم پزشکی ایران  ,گفتار درمانی 
مرد,3,نظرآباد,19693,5689,  روزانه, دانشگاه علوم پزشکی تهران  ,پرستاری 
مرد,3,خوی,19693,5689,  روزانه, دانشگاه علوم پزشکی ارومیه  ,پرستاری 
مرد,3,تبریز,19693,5689, روزانه, دانشگاه علوم پزشکی تبریز ,تکنولوژی پرتوشناسی 
مرد,3,تهران,19693,5689, روزانه, دانشگاه علوم پزشکی تهران ,پرستاری 
زن,3,عجب شیر,19693,5689,  روزانه, دانشگاه علوم پزشکی ارتش جمهوری اسلامی ایران  ,پرستاری 
مرد,3,خوی,19693,5689,  روزانه, دانشگاه علوم پزشکی تبریز ,تکنولوژی پرتوشناسی 
مرد,3,قروه,19713,5696, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
زن,3,رامسر,19729,5699, تهران  -  روزانه, دانشگاه شهید بهشتی ,مدیریت بازرگانی 
مرد,3,سلماس,19745,5704,  روزانه, دانشگاه علوم پزشکی ارومیه  ,تکنولوژی پرتوشناسی 
مرد,3,سردشت,19745,5704, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,سراوان,19762,5710, مناطق محروم, دانشگاه علوم پزشکی زاهدان  ,پزشکی 
مرد,3,تبریز,19762,5710, روزانه, دانشگاه تبریز ,دکتری عمومی دامپزشکی 
مرد,3,سمنان,19762,5710, روزانه, دانشگاه علوم پزشکی سمنان  ,پرستاری 
زن,3,دهگلان,19782,5716, پردیس بنت الهدی صدر سنندج  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,فریمان,19782,5716, پردیس شهید بهشتی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش شیمی 
زن,3,شوشتر,19782,5716, اهواز  -  فرهنگیان, دانشگاه علوم پزشکی جندی شاپور,بهداشت مدارس 
زن,3,بم,19782,5716, مناطق محروم, دانشگاه علوم پزشکی بم ,پزشکی 
مرد,3,شازند,19817,5727, مناطق محروم, دانشگاه علوم پزشکی اراک  ,پزشکی 
مرد,3,میناب,19817,5727, مناطق محروم, دانشگاه علوم پزشکی بندر عباس  ,پزشکی 
زن,3,جوانرود,19839,5735,  فرهنگیان, دانشگاه علوم پزشکی ایلام  ,بهداشت مدارس 
زن,3,دره شهر,19863,5741, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,پرستاری 
مرد,3,پیرانشهر,19863,5741,  روزانه, دانشگاه علوم پزشکی قزوین  ,پرستاری 
زن,3,در‌گز,19907,5755, پردیس فاطمه الزهرا ساری  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
زن,3,تبریز,19924,5762, روزانه, دانشگاه علوم پزشکی تبریز ,کاردرمانی 
زن,3,مهاباد,19924,5762,  روزانه, دانشگاه علوم پزشکی تبریز ,کاردرمانی 
زن,3,شیروان,19924,5762,  روزانه, دانشگاه علوم پزشکی بابل  ,پرستاری 
زن,3,مشکین شهر,19944,5766, پردیس نسیبه تهران  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
زن,3,مشکین شهر,19990,5780, پردیس بنت الهدی صدر اردبیل  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,تهران,19990,5780, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تهران ,پرستاری 
زن,3,بندر کنگ و چارک,19990,5780, مناطق محروم, دانشگاه علوم پزشکی بندر عباس  ,پزشکی 
زن,3,گنبد,19990,5780, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تهران  ,پرستاری 
زن,3,نظرآباد,20043,5794,  فرهنگیان, دانشگاه علوم پزشکی شهید بهشتی  ,بهداشت مدارس 
مرد,3,دورود,20043,5794, ساری  -  روزانه, دانشگاه علوم پزشکی مازندران ,علوم آزمایشگاهی 
زن,3,رامیان,20068,5801, پردیس امام خمینی گرگان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,خوی,20068,5801, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی اصفهان  ,پرستاری 
زن,3,میاندوآب,20098,5810,  روزانه, دانشگاه علوم بهزیستی و توانبخشی تهران ,کاردرمانی 
زن,3,الوند,20098,5810,  روزانه, دانشگاه علوم پزشکی قزوین  ,پرستاری 
زن,3,تنکابن,20138,5821, تهران  - پردیس خودگردان یا ظرفیت مازاد, دانشگاه صنعتی شریف ,شیمی کاربردی 
زن,3,بن,20158,5828, پردیس شهید باهنر شهرکرد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,قروه,20158,5828,  روزانه, دانشگاه علوم پزشکی همدان  ,پرستاری 
زن,3,خرامه,20158,5828,  روزانه, دانشگاه علوم پزشکی شیراز  ,پرستاری 
زن,3,جهرم,20178,5836,  روزانه, دانشگاه علوم پزشکی شیراز  ,گفتار درمانی 
زن,3,بندرگز,20178,5836, پردیس امام خمینی گرگان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,جهرم,20178,5836,  روزانه, دانشگاه صنعتی اصفهان  ,شیمی کاربردی 
زن,3,میبد,20178,5836, پردیس فاطمه الزهرا یزد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,برازجان,20194,5843,  روزانه, دانشگاه علوم پزشکی ارتش جمهوری اسلامی ایران  ,تکنولوژی پرتوشناسی 
مرد,3,خوی,20209,5846,  روزانه, دانشگاه علوم پزشکی اردبیل  ,پرستاری 
مرد,3,مریوان,20228,5853, پردیس شهید رجایی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش کار و فناوری 
مرد,3,ازنا,20228,5853, پردیس شهید باهنر اراک  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش علوم تجربی 
مرد,3,مریوان,20228,5853,  فرهنگیان, دانشگاه علوم پزشکی ایلام  ,بهداشت مدارس 
زن,3,قروه,20228,5853,  روزانه, دانشگاه علوم پزشکی قزوین  ,پرستاری 
مرد,3,نورآباد,20251,5862, خرم آباد  -  روزانه, دانشگاه علوم پزشکی لرستان ,پرستاری 
مرد,3,مرودشت,20294,5879,  روزانه, دانشگاه علوم پزشکی شیراز  ,پرستاری 
زن,3,اسفراین,20317,5887,  فرهنگیان, دانشگاه علوم پزشکی مشهد  ,بهداشت مدارس 
مرد,3,امیدیه,20341,5894, اهواز  -  روزانه, دانشگاه علوم پزشکی جندی شاپور,پرستاری 
مرد,3,گنبد,20362,5903, پردیس شهید بهشتی  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش شیمی 
زن,3,آمل,20394,5915,  روزانه, دانشگاه علوم بهزیستی و توانبخشی تهران ,گفتار درمانی 
زن,3,عجب شیر,20461,5936,  روزانه, دانشگاه علوم پزشکی تبریز ,مامایی 
مرد,3,کلاله,20461,5936, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی شهید بهشتی  ,علوم تغذیه 
مرد,3,جیرفت,20488,5945,  روزانه, دانشگاه علوم پزشکی جیرفت  ,پرستاری 
مرد,3,آذرشهر,20488,5945,  روزانه, دانشگاه علوم پزشکی تبریز ,پرستاری 
مرد,3,ایرانشهر,20488,5945, مناطق محروم, دانشگاه علوم پزشکی ایرانشهر  ,پزشکی 
زن,3,زاهدان,20488,5945, روزانه, دانشگاه علوم پزشکی زاهدان ,فیزیوتراپی 
زن,3,ایلام,20514,5954, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تهران  ,پرستاری 
زن,3,شهربابک,20543,5963, مناطق محروم, دانشگاه علوم پزشکی کرمان  ,پزشکی 
مرد,3,بندرترکمن,20543,5963, پردیس آیت اله خامنه ای گرگان  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
مرد,3,سنگر,20543,5963, رشت  -  روزانه, دانشگاه علوم پزشکی گیلان ,پرستاری 
زن,3,گراب,20543,5963, خرم آباد  -  روزانه, دانشگاه علوم پزشکی لرستان ,پرستاری 
مرد,3,تکاب,20543,5963,  روزانه, دانشگاه علوم پزشکی زنجان  ,پرستاری 
زن,3,نورآباد,20568,5971, پردیس ایت اله کمالوند خرم آباد  -  فرهنگیان, دانشگاه فرهنگیان ,آموزش ابتدایی 
زن,3,ایرانشهر,20568,5971, مناطق محروم, دانشگاه علوم پزشکی ایرانشهر  ,پزشکی 
زن,3,تنکابن,20587,5975,  دانشگاه آزاد, دانشگاه آزاد اسلامی واحد تنکابن ,پزشکی 
زن,3,بوکان,20630,5986, پردیس خودگردان یا ظرفیت مازاد, دانشگاه علوم پزشکی تهران  ,پرستاری 
مرد,3,سراوان,20630,5986, مناطق محروم, دانشگاه علوم پزشکی زاهدان  ,پزشکی 
زن,3,بوکان,20630,5986,  روزانه, دانشگاه علوم پزشکی تبریز ,مامایی 
زن,3,الوند,20716,6010,  روزانه, دانشگاه علوم پزشکی قزوین  ,علوم آزمایشگاهی 
